Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2
PL-2025-26-14907281,Jornada 17,2025-12-22,Fulham,1,Nottm Forest,1,0,,,11,1,4,6,0,,,,,,,,,,2.0,1,2.0,8,38,,24,50,80.0,396,495,,,27,,,,8,,,,57.1,4,7,,10,,,21,13,8,,29,0,,1,2.0,,,,,2.0,,2.0,5.0,,5,,,,,12,2,6,4,0,,,,,,,,,,0.0,5,2.0,3,65,,21,50,85.1,417,490,,,28,,,,5,,,,8.7,2,23,,8,,,10,5,5,,16,1,,0,0.0,,,,,0.0,,0.0,4.0,,9,,,7.12,6.45
PL-2025-26-14025246,Jornada 18,2025-12-26,Man United,1,Newcastle,1,0,,,10,4,6,0,1,,,,,,,,,,1.0,2,0.0,7,36,,15,33,76.8,252,328,,,11,,,,5,,,,37.5,3,8,,18,,,20,8,12,,45,0,,1,3.0,,,,,2.0,,,2.0,,9,,,,,16,3,6,7,1,,,,,,,,,,1.0,11,1.0,11,85,,44,67,87.4,548,627,,,18,,,,9,,,,15.2,7,46,,6,,,14,7,7,,13,1,,0,3.0,,,,,0.0,,,1.0,,5,,,7.11,6.72
PL-2025-26-14025248,Jornada 18,2025-12-27,Nottm Forest,1,Man City,1,2,,,7,2,2,3,0,,,,,,,,,,1.0,5,1.0,6,43,,12,34,74.7,219,293,,,33,,,,13,,,,18.2,4,22,,8,,,15,12,3,,22,2,,0,3.0,,,,,,,0.0,1.0,,5,,,,,16,5,4,7,1,,,,,,,,,,1.0,5,1.0,11,69,,33,66,90.1,536,595,,,15,,,,5,,,,16.7,3,18,,4,,,14,8,6,,37,1,,0,1.0,,,,,,,2.0,2.0,,13,,,6.8,6.87
PL-2025-26-14025234,Jornada 18,2025-12-27,Arsenal,1,Brighton,2,1,,,24,6,8,10,0,,,,,,,,,,4.0,7,1.0,10,50,,57,53,83.6,376,450,,,16,,,,13,,,,31.6,6,19,,9,,,14,6,8,,16,1,,0,2.0,,,,,1.0,,0.0,2.0,,7,,,,,8,3,3,2,1,,,,,,,,,,1.0,2,1.0,7,55,,18,47,82.6,336,407,,,23,,,,7,,,,30.0,3,10,,5,,,16,13,3,,28,2,,0,5.0,,,,,1.0,,2.0,3.0,,13,,,7.01,6.6
PL-2025-26-14025236,Jornada 18,2025-12-27,Brentford,1,Bournemouth,4,1,,,15,7,4,4,1,,,,,,,,,,5.0,2,3.0,12,52,,32,49,78.7,311,395,,,35,,,,8,,,,25.0,2,8,,10,,,12,7,5,,51,1,,0,9.0,,,,,0.0,,0.0,2.0,,9,,,,,20,10,2,8,1,,,,,,,,,,4.0,15,1.0,14,51,,40,51,77.1,290,376,,,22,,,,9,,,,7.9,3,38,,7,,,18,13,5,,27,4,,0,4.0,,,,,1.0,,2.0,2.0,,8,,,7.44,6.46
PL-2025-26-14025238,Jornada 18,2025-12-27,Burnley,1,Everton,0,0,,,16,0,9,7,0,,,,,,,,,,1.0,6,2.0,7,77,,28,54,77.0,359,466,,,27,,,,8,,,,6.2,1,16,,4,,,22,12,10,,39,0,,1,6.0,,,,,,,5.0,0.0,,8,,,,,15,6,6,3,0,,,,,,,,,,1.0,5,3.0,6,64,,24,46,77.9,307,394,,,22,,,,8,,,,11.1,2,18,,11,,,25,14,11,,48,0,,1,0.0,,,,,,,1.0,2.0,,8,,,7.06,7.0
PL-2025-26-14025244,Jornada 18,2025-12-27,Liverpool,1,Wolves,2,1,,,14,4,7,3,1,,,,,,,,,,1.0,6,1.0,13,77,,41,67,88.0,581,660,,,18,,,,13,,,,38.1,8,21,,9,,,19,16,3,,21,1,,0,3.0,,,,,2.0,,0.0,0.0,,5,,,,,9,4,4,1,0,,,,,,,,,,1.0,4,0.0,2,53,,13,33,77.1,252,327,,,17,,,,5,,,,13.3,2,15,,8,,,16,10,6,,24,2,,0,2.0,,,,,1.0,,1.0,1.0,,13,,,7.41,6.55
PL-2025-26-14025252,Jornada 18,2025-12-27,West Ham,1,Fulham,0,1,,,11,2,4,5,0,,,,,,,,,,1.0,5,7.0,7,47,,27,44,81.7,330,404,,,23,,,,8,,,,11.8,2,17,,9,,,29,17,12,,25,1,,0,4.0,,,,,1.0,,0.0,1.0,,8,,,,,17,5,6,6,0,,,,,,,,,,1.0,4,2.0,7,64,,35,56,86.4,439,508,,,22,,,,8,,,,41.7,10,24,,12,,,16,5,11,,34,0,,1,2.0,,,,,0.0,,1.0,3.0,,8,,,7.05,7.08
PL-2025-26-14025240,Jornada 18,2025-12-27,Chelsea,1,Aston Villa,1,2,,,14,3,4,7,0,,,,,,,,,,2.0,6,,6,58,,42,63,88.8,469,528,,,28,,,,8,,,,13.8,4,29,,9,,,26,19,7,,6,2,,0,6.0,,,,,1.0,,,5.0,,16,,,,,11,8,1,2,0,,,,,,,,,,5.0,7,,6,25,,19,37,80.1,257,321,,,19,,,,16,,,,12.5,1,8,,4,,,8,2,6,,28,1,,0,2.0,,,,,2.0,,,3.0,,8,,,7.05,6.66
PL-2025-26-14025250,Jornada 18,2025-12-28,Sunderland,1,Leeds,1,1,,,8,3,3,2,1,,,,,,,,,,2.0,3,4.0,5,45,,21,43,81.9,322,393,,,25,,,,9,,,,21.4,3,14,,5,,,14,8,6,,42,1,,0,4.0,,,,,,,,1.0,,7,,,,,17,6,5,6,0,,,,,,,,,,4.0,9,3.0,4,52,,42,57,84.4,433,513,,,21,,,,7,,,,25.9,7,27,,6,,,14,8,6,,20,1,,0,2.0,,,,,,,,0.0,,9,,,7.07,6.93
PL-2025-26-14025242,Jornada 18,2025-12-28,Crystal Palace,1,Tottenham,0,1,,,15,2,8,5,0,,,,,,,,,,2.0,3,1.0,7,78,,35,62,79.2,431,544,,,26,,,,5,,,,14.8,4,27,,7,,,16,11,5,,23,1,,0,3.0,,,,,1.0,,,3.0,,7,,,,,8,4,3,1,1,,,,,,,,,,1.0,2,3.0,8,52,,18,38,69.4,236,340,,,28,,,,7,,,,25.0,3,12,,6,,,20,10,10,,50,0,,1,2.0,,,,,3.0,,,2.0,,5,,,6.84,7.06
PL-2025-26-14025258,Jornada 19,2025-12-30,Burnley,1,Newcastle,1,3,,,15,4,8,3,1,,,,,,,,,,2.0,3,1.0,5,54,,27,48,79.5,349,439,,,16,,,,3,,,,8.3,1,12,,11,,,21,14,7,,27,3,,0,4.0,,,,,1.0,,1.0,2.0,,9,,,,,20,9,5,6,0,,,,,,,,,,7.0,4,2.0,6,45,,23,52,83.3,389,467,,,19,,,,9,,,,21.1,4,19,,11,,,19,10,9,,36,1,,0,2.0,,,,,0.0,,0.0,1.0,,3,,,6.63,7.12
PL-2025-26-14025260,Jornada 19,2025-12-30,Chelsea,1,Bournemouth,2,2,,,17,3,6,8,1,,,,,,,,,,2.0,12,0.0,11,64,,52,67,85.8,483,563,,,21,,,,11,,,,30.8,8,26,,8,,,17,9,8,,29,2,,0,4.0,,,,,0.0,,0.0,1.0,,5,,,,,17,6,7,4,0,,,,,,,,,,6.0,3,1.0,9,42,,23,33,73.2,197,269,,,17,,,,5,,,,18.8,3,16,,17,,,16,12,4,,41,2,,0,2.0,,,,,1.0,,4.0,1.0,,12,,,7.07,6.74
PL-2025-26-14025268,Jornada 19,2025-12-30,Nottm Forest,1,Everton,0,2,,,21,6,8,7,0,,,,,,,,,,1.0,9,,16,85,,42,70,90.2,600,665,,,19,,,,9,,,,17.3,9,52,,5,,,21,14,7,,12,2,,0,1.0,,,,,0.0,,,1.0,,11,,,,,11,3,4,4,0,,,,,,,,,,3.0,2,,7,46,,18,30,74.1,223,301,,,26,,,,11,,,,28.6,2,7,,9,,,23,11,12,,53,0,,1,6.0,,,,,2.0,,,0.0,,9,,,6.73,7.49
PL-2025-26-14025272,Jornada 19,2025-12-30,West Ham,1,Brighton,2,2,,,10,4,3,3,0,,,,,,,,,,4.0,5,1.0,4,50,,21,39,74.9,251,335,,,31,,,,17,,,,12.5,2,16,,9,,,27,14,13,,27,2,,0,5.0,,,,,2.0,,1.0,3.0,,11,,,,,16,6,6,4,1,,,,,,,,,,4.0,5,1.0,8,61,,31,61,86.1,466,541,,,21,,,,9,,,,4.3,1,23,,16,,,13,10,3,,24,2,,0,2.0,,,,,2.0,,1.0,5.0,,18,,,6.75,6.63
PL-2025-26-14025254,Jornada 19,2025-12-30,Arsenal,1,Aston Villa,4,1,,,22,7,8,7,0,,,,,,,,,,6.0,3,4.0,5,51,,38,46,86.0,302,351,,,17,,,,9,,,,41.7,5,12,,8,,,17,7,10,,17,1,,0,2.0,,,,,1.0,,,2.0,,18,,,,,11,3,4,4,2,,,,,,,,,,5.0,3,0.0,8,23,,21,54,87.0,362,416,,,21,,,,18,,,,8.3,1,12,,3,,,10,3,7,,17,4,,0,3.0,,,,,0.0,,,3.0,,9,,,7.39,6.32
PL-2025-26-14025266,Jornada 19,2025-12-30,Man United,1,Wolves,1,1,,,15,6,5,4,1,,,,,,,,,,2.0,8,3.0,5,58,,21,56,88.9,450,506,,,26,,,,12,,,,27.3,6,22,,4,,,21,14,7,,16,1,,0,3.0,,,,,,,0.0,0.0,,9,,,,,11,4,5,2,0,,,,,,,,,,2.0,4,1.0,10,36,,23,44,84.4,335,397,,,18,,,,9,,,,28.6,4,14,,10,,,20,9,11,,28,1,,0,5.0,,,,,,,2.0,2.0,,12,,,6.96,6.82
PL-2025-26-14025262,Jornada 19,2026-01-01,Crystal Palace,1,Fulham,1,1,,,11,2,5,4,1,,,,,,,,,,3.0,6,5.0,7,54,,37,40,77.1,299,388,,,22,,,,10,,,,8.3,1,12,,9,,,14,9,5,,29,1,,0,4.0,,,,,,,0.0,0.0,,7,,,,,17,5,6,6,1,,,,,,,,,,3.0,3,1.0,5,75,,31,60,85.7,502,586,,,30,,,,7,,,,36.8,7,19,,9,,,16,9,7,,35,1,,0,1.0,,,,,,,1.0,5.0,,10,,,6.99,6.84
PL-2025-26-14025264,Jornada 19,2026-01-01,Liverpool,1,Leeds,0,0,,,19,4,7,8,0,,,,,,,,,,2.0,8,6.0,12,90,,35,68,86.3,549,636,,,16,,,,8,,,,16.0,4,25,,6,,,8,3,5,,21,0,,1,2.0,,,,,,,2.0,0.0,,10,,,,,4,2,1,1,0,,,,,,,,,,1.0,3,1.0,8,50,,11,32,65.8,194,295,,,18,,,,10,,,,30.0,3,10,,11,,,18,10,8,,37,0,,1,4.0,,,,,,,0.0,2.0,,8,,,6.95,7.0
PL-2025-26-14025256,Jornada 19,2026-01-01,Brentford,1,Tottenham,0,0,,,7,2,3,2,0,,,,,,,,,,1.0,3,4.0,3,72,,20,56,82.7,426,515,,,24,,,,10,,,,20.0,4,20,,9,,,18,12,6,,20,0,,1,2.0,,,,,2.0,,0.0,1.0,,8,,,,,9,3,2,4,0,,,,,,,,,,0.0,1,0.0,9,48,,18,44,78.6,324,412,,,24,,,,8,,,,9.1,1,11,,10,,,18,13,5,,33,0,,1,2.0,,,,,2.0,,2.0,2.0,,10,,,7.15,6.95
PL-2025-26-14025270,Jornada 19,2026-01-01,Sunderland,1,Man City,0,0,,,10,4,4,2,0,,,,,,,,,,2.0,3,0.0,9,60,,22,32,72.7,221,304,,,22,,,,6,,,,33.3,3,9,,17,,,18,15,3,,31,0,,1,4.0,,,,,,,,1.0,,9,,,,,14,4,5,5,1,,,,,,,,,,5.0,5,1.0,16,62,,52,68,85.6,548,640,,,21,,,,9,,,,28.6,6,21,,12,,,23,17,6,,21,0,,1,4.0,,,,,,,,1.0,,6,,,7.08,7.02
PL-2025-26-14025276,Jornada 20,2026-01-03,Aston Villa,1,Nottm Forest,3,1,,,11,4,3,4,0,,,,,,,,,,2.0,4,1.0,4,65,,46,73,89.8,579,645,,,16,,,,20,,,,12.5,2,16,,11,,,18,9,9,,12,1,,0,4.0,,,,,1.0,,1.0,1.0,,10,,,,,10,5,3,2,0,,,,,,,,,,2.0,4,4.0,8,18,,13,27,71.1,170,239,,,20,,,,10,,,,,0,9,,14,,,19,8,11,,28,3,,0,1.0,,,,,1.0,,1.0,2.0,,20,,,7.28,6.36
PL-2025-26-14025278,Jornada 20,2026-01-03,Brighton,1,Burnley,2,0,,,15,4,7,4,1,,,,,,,,,,2.0,4,3.0,8,39,,26,60,89.8,546,608,,,17,,,,17,,,,36.4,4,11,,6,,,17,10,7,,25,0,,1,2.0,,,,,0.0,,1.0,0.0,,7,,,,,5,3,2,0,1,,,,,,,,,,0.0,4,1.0,8,43,,12,40,82.1,325,396,,,21,,,,7,,,,6.2,1,16,,3,,,25,13,12,,21,2,,0,2.0,,,,,1.0,,1.0,4.0,,17,,,7.37,6.34
PL-2025-26-14025292,Jornada 20,2026-01-03,Wolves,1,West Ham,3,0,,,11,8,3,0,0,,,,,,,,,,3.0,6,1.0,6,34,,14,33,77.7,234,301,,,12,,,,9,,,,31.2,5,16,,9,,,23,12,11,,34,0,,1,0.0,,,,,3.0,,5.0,1.0,,11,,,,,6,0,6,0,0,,,,,,,,,,0.0,7,1.0,8,80,,25,67,87.5,546,624,,,26,,,,11,,,,25.0,7,28,,6,,,27,17,10,,15,3,,0,5.0,,,,,1.0,,0.0,0.0,,10,,,7.22,6.34
PL-2025-26-14025274,Jornada 20,2026-01-03,Bournemouth,1,Arsenal,2,3,,,15,3,7,5,0,,,,,,,,,,1.0,7,1.0,8,62,,13,43,76.4,259,339,,,22,,,,8,,,,18.2,4,22,,4,,,16,12,4,,37,3,,0,2.0,,,,,0.0,,3.0,3.0,,13,,,,,12,5,3,4,0,,,,,,,,,,2.0,5,1.0,7,60,,28,57,79.7,368,462,,,18,,,,13,,,,15.0,3,20,,7,,,25,11,14,,30,2,,0,1.0,,,,,1.0,,0.0,1.0,,8,,,6.54,6.9
PL-2025-26-14025284,Jornada 20,2026-01-04,Leeds,1,Man United,1,1,,,11,3,6,2,1,,,,,,,,,,1.0,6,1.0,4,67,,25,45,73.4,312,425,,,21,,,,9,,,,15.0,3,20,,17,,,18,10,8,,23,1,,0,1.0,,,,,,,,0.0,,9,,,,,15,2,8,5,1,,,,,,,,,,3.0,4,3.0,5,66,,22,55,79.2,419,529,,,23,,,,9,,,,20.0,2,10,,8,,,25,15,10,,38,1,,0,2.0,,,,,,,,1.0,,9,,,6.85,6.89
PL-2025-26-14025280,Jornada 20,2026-01-04,Everton,1,Brentford,2,4,,,14,6,3,5,0,,,,,,,,,,1.0,4,0.0,13,53,,31,45,78.6,286,364,,,24,,,,8,,,,37.0,10,27,,7,,,24,15,9,,22,4,,0,3.0,,,,,,,0.0,0.0,,9,,,,,11,7,2,2,0,,,,,,,,,,6.0,5,2.0,6,61,,23,55,78.0,355,455,,,21,,,,9,,,,50.0,6,12,,10,,,16,8,8,,24,2,,0,4.0,,,,,,,2.0,2.0,,8,,,6.72,7.19
PL-2025-26-14025288,Jornada 20,2026-01-04,Newcastle,1,Crystal Palace,2,0,,,12,7,3,2,1,,,,,,,,,,5.0,8,5.0,15,62,,35,59,82.6,408,494,,,25,,,,12,,,,22.6,7,31,,7,,,16,9,7,,35,0,,1,1.0,,,,,1.0,,0.0,1.0,,5,,,,,11,1,5,5,0,,,,,,,,,,1.0,6,2.0,8,43,,26,41,69.5,239,344,,,11,,,,5,,,,13.3,2,15,,11,,,28,11,17,,45,2,,0,5.0,,,,,0.0,,3.0,3.0,,12,,,7.38,6.65
PL-2025-26-14025290,Jornada 20,2026-01-04,Tottenham,1,Sunderland,1,1,,,13,5,6,2,0,,,,,,,,,,2.0,3,4.0,10,53,,33,49,78.7,284,361,,,26,,,,6,,,,30.4,7,23,,8,,,15,12,3,,33,1,,0,2.0,,,,,0.0,,1.0,2.0,,9,,,,,10,3,4,3,1,,,,,,,,,,0.0,5,2.0,7,54,,20,51,77.0,294,382,,,20,,,,9,,,,19.0,4,21,,9,,,17,13,4,,27,1,,0,3.0,,,,,1.0,,1.0,3.0,,6,,,6.85,6.85
PL-2025-26-14025282,Jornada 20,2026-01-04,Fulham,1,Liverpool,2,2,,,8,2,3,3,1,,,,,,,,,,1.0,3,2.0,5,39,,15,42,83.5,386,462,,,14,,,,4,,,,7.7,1,13,,10,,,15,9,6,,40,2,,0,,,,,,,,,1.0,,11,,,,,10,2,5,3,1,,,,,,,,,,3.0,8,4.0,4,87,,33,58,88.1,563,639,,,26,,,,11,,,,4.3,1,23,,5,,,7,5,2,,24,2,,0,,,,,,,,,1.0,,4,,,6.65,6.7
PL-2025-26-14025286,Jornada 20,2026-01-04,Man City,1,Chelsea,1,1,,,14,3,6,5,1,,,,,,,,,,0.0,8,2.0,9,57,,35,57,86.9,504,580,,,22,,,,14,,,,33.3,5,15,,9,,,24,18,6,,6,1,,0,2.0,,,,,,,,3.0,,12,,,,,8,3,4,1,0,,,,,,,,,,3.0,2,2.0,7,24,,16,43,83.3,363,436,,,15,,,,12,,,,50.0,2,4,,14,,,20,10,10,,23,1,,0,2.0,,,,,,,,3.0,,14,,,7.09,6.65
PL-2025-26-14025055,Jornada 21,2026-01-06,West Ham,1,Nottm Forest,1,2,,,14,3,6,5,0,,,,,,,,,,3.0,6,1.0,2,70,,17,47,76.5,290,379,,,19,,,,9,,,,10.5,2,19,,7,,,28,19,9,,33,2,,0,3.0,,,,,1.0,,,3.0,,15,,,,,13,5,4,4,1,,,,,,,,,,1.0,5,0.0,2,70,,26,53,80.6,337,418,,,19,,,,14,,,,17.9,5,28,,6,,,15,9,6,,32,1,,0,3.0,,,,,1.0,,,0.0,,9,,,6.7,6.95
PL-2025-26-14025015,Jornada 21,2026-01-07,Bournemouth,1,Tottenham,3,2,,,11,3,3,5,0,,,,,,,,,,1.0,3,4.0,4,44,,14,42,74.8,240,321,,,9,,,,10,,,,25.0,3,12,,10,,,17,8,9,,35,2,,0,2.0,,,,,1.0,,1.0,3.0,,19,,,,,16,4,7,5,1,,,,,,,,,,2.0,7,0.0,14,44,,29,58,77.4,336,434,,,22,,,,19,,,,23.8,5,21,,5,,,24,16,8,,15,3,,0,0.0,,,,,1.0,,0.0,3.0,,10,,,6.83,6.66
PL-2025-26-14025027,Jornada 21,2026-01-07,Brentford,1,Sunderland,3,0,,,18,6,7,5,4,,,,,,,,,,5.0,7,1.0,4,41,,42,51,83.7,328,392,,,30,,,,13,,,,18.2,4,22,,8,,,8,3,5,,22,0,,1,3.0,,,1.0,,1.0,,0.0,2.0,,13,,,,,11,3,4,4,0,,,,,,,,,,2.0,4,1.0,3,55,,21,49,80.7,314,389,,,21,,,,12,,,,15.4,2,13,,10,,,7,6,1,,26,3,,0,3.0,,,0.0,,3.0,,1.0,1.0,,13,,,7.42,6.34
PL-2025-26-14025058,Jornada 21,2026-01-07,Crystal Palace,1,Aston Villa,0,0,,,11,5,2,4,0,,,,,,,,,,3.0,3,2.0,2,46,,21,41,80.5,297,369,,,12,,,,3,,,,27.3,3,11,,4,,,20,6,14,,31,0,,1,4.0,,,,,,,2.0,2.0,,8,,,,,15,3,7,5,1,,,,,,,,,,3.0,5,0.0,7,49,,37,59,87.5,470,537,,,19,,,,8,,,,25.0,4,16,,9,,,14,8,6,,21,0,,1,5.0,,,,,,,0.0,0.0,,3,,,7.05,6.99
PL-2025-26-14025046,Jornada 21,2026-01-07,Everton,1,Wolves,1,1,,,13,2,8,3,1,,,,,,,,,,2.0,2,,8,43,,30,45,81.3,296,364,,,12,,,,15,,,,26.3,5,19,,6,,,17,8,9,,42,1,,0,3.0,,,,,0.0,,0.0,3.0,2.0,13,,,,,13,4,6,3,0,,,,,,,,,,1.0,7,,5,67,,28,55,84.6,367,434,,,24,,,,13,,,,23.3,7,30,,5,,,16,9,7,,24,1,,0,1.0,,,,,2.0,,1.0,3.0,0.0,15,,,6.94,6.77
PL-2025-26-14025049,Jornada 21,2026-01-07,Fulham,1,Chelsea,2,1,,,16,5,3,8,0,,,,,,,,,,0.0,2,1.0,12,55,,34,55,87.9,503,572,,,24,,,,6,,,,21.1,4,19,,9,,,16,10,6,,28,1,,0,4.0,,,,,,,1.0,3.0,0.0,11,,,,,14,6,5,3,2,,,,,,,,,,4.0,11,2.0,7,54,,25,45,85.4,392,459,,,27,,,,11,,,,18.2,4,22,,8,,,13,9,4,,30,2,,0,3.0,,,,,,,0.0,3.0,1.0,6,,,7.35,6.58
PL-2025-26-14025061,Jornada 21,2026-01-07,Man City,1,Brighton,1,1,,,21,6,9,6,1,,,,,,,,,,7.0,6,2.0,16,54,,53,60,87.2,530,608,,,23,,,,15,,,,46.2,6,13,,19,,,14,11,3,,7,1,,0,2.0,,,,,,,,1.0,,6,,,,,6,3,3,0,1,,,,,,,,,,5.0,2,3.0,2,36,,15,40,78.4,313,399,,,18,,,,6,,,,33.3,3,9,,20,,,22,12,10,,24,1,,0,3.0,,,,,,,,6.0,,16,,,6.94,6.75
PL-2025-26-14025037,Jornada 21,2026-01-07,Burnley,1,Man United,2,2,,,7,1,1,5,0,,,,,,,,,,0.0,2,3.0,10,36,,9,35,76.2,240,315,,,20,,,,8,,,,,0,7,,7,,,16,10,6,,25,2,,0,6.0,,,,,1.0,,1.0,2.0,,9,,,,,30,10,13,7,2,,,,,,,,,,5.0,6,0.0,16,74,,43,65,87.5,519,593,,,17,,,,9,,,,34.6,9,26,,6,,,19,16,3,,13,2,,0,0.0,,,,,1.0,,0.0,0.0,,8,,,6.77,7.05
PL-2025-26-14025052,Jornada 21,2026-01-07,Newcastle,1,Leeds,4,3,,,18,8,6,4,2,,,,,,,,,,3.0,8,1.0,8,51,,37,63,86.4,471,545,,,25,,,,9,,,,25.7,9,35,,9,,,14,11,3,,32,3,,0,3.0,,,,,2.0,,0.0,3.0,,11,,,,,14,6,5,3,1,,,,,,,,,,3.0,4,0.0,8,62,,26,37,76.6,256,334,,,24,,,,10,,,,33.3,4,12,,16,,,17,7,10,,33,4,,0,3.0,,,,,2.0,,2.0,2.0,,10,,,7.08,6.96
PL-2025-26-14025019,Jornada 21,2026-01-08,Arsenal,1,Liverpool,0,0,,,9,4,1,4,0,,,,,,,,,,1.0,3,2.0,8,51,,24,48,86.3,396,459,,,12,,,,9,,,,20.0,3,15,,7,,,11,6,5,,15,0,,1,0.0,,,,,0.0,,0.0,2.0,,10,,,,,8,0,5,3,1,,,,,,,,,,0.0,0,1.0,10,63,,11,52,89.0,453,509,,,20,,,,10,,,,,0,9,,8,,,10,7,3,,23,0,,1,4.0,,,,,2.0,,1.0,2.0,,9,,,6.9,7.03
PL-2025-26-14025079,Jornada 22,2026-01-17,Man United,1,Man City,2,0,,,11,7,4,1,2,,,,,,,,,,6.0,1,6.0,5,50,,21,32,79.5,240,302,,,26,,,,8,,,,40.0,4,10,,12,,,24,12,12,,27,0,,1,1.0,,,,,1.0,,,2.0,,13,,,,,7,1,3,3,0,,,,,,,,,,0.0,6,1.0,6,59,,35,68,89.9,581,646,,,15,,,,13,,,,10.0,2,20,,9,,,13,11,2,,19,2,,0,5.0,,,,,1.0,,,3.0,,8,,,7.27,6.65
PL-2025-26-14025070,Jornada 22,2026-01-17,Chelsea,1,Brentford,2,0,,,6,2,2,2,0,,,,,,,,,,2.0,3,0.0,7,40,,11,46,84.4,374,443,,,27,,,,9,,,,9.1,1,11,,11,,,17,9,8,,42,0,,1,6.0,,,,,3.0,,,3.0,,7,,,,,15,5,5,5,1,,,,,,,,,,3.0,9,1.0,3,62,,33,54,86.9,446,513,,,22,,,,7,,,,24.1,7,29,,8,,,14,9,5,,16,2,,0,0.0,,,,,0.0,,,2.0,,10,,,7.29,6.45
PL-2025-26-14025073,Jornada 22,2026-01-17,Leeds,1,Fulham,1,0,,,14,5,8,1,0,,,,,,,,,,5.0,7,8.0,4,55,,22,46,77.4,311,402,,,18,,,,11,,,,23.8,5,21,,7,,,10,8,2,,13,0,,1,1.0,,,,,0.0,,,1.0,,6,,,,,8,1,5,2,0,,,,,,,,,,0.0,3,3.0,3,48,,7,54,81.3,388,477,,,22,,,,6,,,,12.5,1,8,,10,,,16,7,9,,31,1,,0,4.0,,,,,3.0,,,5.0,,11,,,6.83,6.68
