Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2
PL-2025-26-14025127,Jornada 4,2025-09-13,Brentford,1,Chelsea,2,2,,,7,4,2,1,0,,,,,,,,,,1.0,5,0.0,11,35,,20,34,75.7,215,284,,,28,,,,9,,,,33.3,6,18,,6,,,17,10,7,,33,2,,0,4.0,,,,,0.0,,1.0,3.0,,13,,,,,16,6,3,7,1,,,,,,,,,,2.0,6,4.0,4,70,,38,66,90.5,516,570,,,23,,,,13,,,,17.6,3,17,,13,,,15,9,6,,33,2,,0,3.0,,,,,3.0,,0.0,2.0,,9,,,6.91,6.84
PL-2025-26-14025130,Jornada 4,2025-09-14,Burnley,1,Liverpool,0,1,,,3,0,3,0,0,,,,,,,,,,0.0,1,3.0,2,39,,2,19,47.6,80,168,,,15,,,,9,,,,,0,3,,17,,,16,11,5,,48,1,,0,3.0,,,,,1.0,,4.0,2.0,1.0,9,,,,,27,4,11,12,0,,,,,,,,,,3.0,13,1.0,12,85,,56,81,87.5,610,697,,,15,,,,8,,,,22.7,10,44,,7,,,10,7,3,,12,0,,1,0.0,,,,,0.0,,0.0,2.0,0.0,9,,,6.52,6.93
PL-2025-26-14025142,Jornada 4,2025-09-14,Man City,1,Man United,3,0,,,13,6,7,0,1,,,,,,,,,,4.0,2,2.0,7,41,,26,45,81.9,352,430,,,22,,,,8,,,,50.0,1,2,,10,,,13,7,6,,33,0,,1,2.0,,,,,,,3.0,,,8,,,,,12,2,8,2,0,,,,,,,,,,2.0,4,3.0,6,66,,29,55,83.8,420,501,,,36,,,,8,,,,26.1,6,23,,13,,,23,15,8,,10,3,,0,3.0,,,,,,,0.0,,,8,,,7.39,6.53
PL-2025-26-14025166,Jornada 5,2025-09-20,Liverpool,1,Everton,2,1,,,11,3,3,5,0,,,,,,,,,,1.0,5,1.0,10,46,,26,57,85.1,404,475,,,14,,,,10,,,,16.7,2,12,,12,,,18,7,11,,37,1,,0,1.0,,,,,,,2.0,2.0,,11,,,,,9,2,4,3,0,,,,,,,,,,0.0,4,1.0,12,54,,21,43,76.2,263,345,,,23,,,,11,,,,25.0,5,20,,10,,,18,13,5,,23,2,,0,1.0,,,,,,,0.0,3.0,,10,,,7.04,6.74
PL-2025-26-14025157,Jornada 5,2025-09-20,Brighton,1,Tottenham,2,2,,,12,4,7,1,0,,,,,,,,,,1.0,2,0.0,6,51,,17,36,76.9,236,307,,,22,,,,13,,,,25.0,2,8,,5,,,25,17,8,,40,2,,0,2.0,,,,,0.0,,1.0,1.0,,10,,,,,11,3,6,2,0,,,,,,,,,,1.0,10,1.0,13,66,,44,64,88.7,464,523,,,27,,,,10,,,,9.4,3,32,,9,,,26,10,16,,17,2,,0,2.0,,,,,1.0,,0.0,2.0,,13,,,6.83,6.6
PL-2025-26-14025160,Jornada 5,2025-09-20,Burnley,1,Nottm Forest,1,1,,,12,5,4,3,1,,,,,,,,,,2.0,4,1.0,11,53,,23,37,77.5,272,351,,,16,,,,11,,,,30.8,8,26,,10,,,11,9,2,,35,1,,0,7.0,,,,,1.0,,1.0,1.0,,12,,,,,17,8,2,7,0,,,,,,,,,,2.0,5,2.0,4,70,,29,63,89.9,567,631,,,17,,,,12,,,,16.7,5,30,,7,,,11,6,5,,29,1,,0,4.0,,,,,1.0,,0.0,1.0,,11,,,6.95,6.79
PL-2025-26-14025175,Jornada 5,2025-09-20,West Ham,1,Crystal Palace,1,2,,,8,3,4,1,0,,,,,,,,,,1.0,8,1.0,14,56,,20,57,83.3,375,450,,,21,,,,5,,,,31.8,7,22,,7,,,9,6,3,,22,2,,0,1.0,,,,,1.0,,1.0,4.0,,15,,,,,18,3,9,6,2,,,,,,,,,,4.0,8,2.0,5,47,,27,43,82.3,284,345,,,22,,,,15,,,,44.4,8,18,,10,,,22,16,6,,35,1,,0,2.0,,,,,0.0,,2.0,3.0,,5,,,6.62,7.18
PL-2025-26-14025178,Jornada 5,2025-09-20,Wolves,1,Leeds,1,3,,,16,6,6,4,0,,,,,,,,,,1.0,4,0.0,9,83,,39,56,83.8,425,507,,,24,,,,9,,,,40.0,14,35,,3,,,28,14,14,,16,3,,0,1.0,,,,,0.0,,0.0,1.0,,11,,,,,6,4,2,0,0,,,,,,,,,,1.0,0,2.0,8,43,,13,44,84.4,351,416,,,16,,,,11,,,,,0,7,,7,,,20,13,7,,49,1,,0,5.0,,,,,1.0,,2.0,1.0,,9,,,6.68,7.03
PL-2025-26-14025169,Jornada 5,2025-09-20,Man United,1,Chelsea,2,1,,,11,4,3,4,0,,,,,,,,,,3.0,5,3.0,5,49,,21,41,78.7,292,371,,,13,,,,14,,,,30.8,8,26,,10,,,21,16,5,,19,1,,0,0.0,,,,,,,1.0,2.0,1.0,13,,,,,5,1,2,2,0,,,,,,,,,,1.0,5,2.0,8,54,,16,59,84.7,466,550,,,21,,,,13,,,,13.3,2,15,,8,,,16,13,3,,29,2,,0,2.0,,,,,,,1.0,5.0,1.0,14,,,6.93,6.27
PL-2025-26-14025163,Jornada 5,2025-09-20,Fulham,1,Brentford,3,1,,,14,3,5,6,0,,,,,,,,,,3.0,2,2.0,8,40,,27,53,83.8,382,456,,,22,,,,13,,,,38.5,5,13,,6,,,19,9,10,,39,1,,0,2.0,,,,,1.0,,1.0,4.0,,11,,,,,8,3,2,3,0,,,,,,,,,,1.0,10,2.0,4,46,,17,47,81.4,324,398,,,17,,,,11,,,,9.5,2,21,,5,,,13,6,7,,18,3,,0,2.0,,,,,0.0,,1.0,1.0,,13,,,7.07,6.27
PL-2025-26-14025151,Jornada 5,2025-09-21,Bournemouth,1,Newcastle,0,0,,,11,2,3,6,0,,,,,,,,,,,5,3.0,6,71,,16,56,82.1,409,498,,,17,,,,10,,,,,0,21,,16,,,15,8,7,,28,0,,1,1.0,,,,,1.0,,1.0,2.0,,7,,,,,4,1,2,1,0,,,,,,,,,,,2,2.0,12,67,,17,44,76.4,298,390,,,21,,,,7,,,,12.5,2,16,,8,,,19,11,8,,35,0,,1,2.0,,,,,3.0,,0.0,1.0,,10,,,6.77,6.94
PL-2025-26-14025172,Jornada 5,2025-09-21,Sunderland,1,Aston Villa,1,1,,,14,4,6,4,1,,,,,,,,,,1.0,6,0.0,5,41,,16,29,69.3,151,218,,,16,,,,8,,,,16.7,2,12,,8,,,20,13,7,,34,1,,0,1.0,,,,,1.0,,1.0,2.0,1.0,14,,,,,12,2,4,6,0,,,,,,,,,,2.0,5,3.0,0,67,,34,71,89.2,488,547,,,15,,,,14,,,,15.4,4,26,,3,,,11,7,4,,28,1,,0,3.0,,,,,0.0,,1.0,1.0,0.0,8,,,6.7,6.84
PL-2025-26-14025154,Jornada 5,2025-09-21,Arsenal,1,Man City,1,1,,,12,3,6,3,0,,,,,,,,,,2.0,11,4.0,6,61,,39,67,88.8,517,582,,,33,,,,10,,,,15.6,5,32,,5,,,20,13,7,,18,1,,0,2.0,,,,,,,0.0,1.0,,11,,,,,5,3,2,0,0,,,,,,,,,,2.0,1,2.0,10,48,,7,33,76.3,229,300,,,19,,,,11,,,,,0,4,,5,,,13,9,4,,60,1,,0,2.0,,,,,,,4.0,2.0,,10,,,6.65,6.92
PL-2025-26-14025184,Jornada 6,2025-09-27,Brentford,1,Man United,3,1,,,10,8,1,1,0,,,,,,,,,,6.0,4,2.0,6,61,,23,44,76.3,274,359,,,21,,,,10,,,,50.0,7,14,,7,,,14,8,6,,24,1,,0,5.0,,,1.0,,2.0,,1.0,2.0,,14,,,,,14,6,4,4,0,,,,,,,,,,4.0,2,1.0,2,44,,17,56,80.8,370,458,,,18,,,,13,,,,28.6,4,14,,4,,,16,9,7,,29,3,,0,5.0,,,0.0,,1.0,,0.0,2.0,,10,,,7.05,6.52
PL-2025-26-14025187,Jornada 6,2025-09-27,Chelsea,1,Brighton,1,3,,,13,3,4,6,0,,,,,,,,,,2.0,5,2.0,10,53,,17,60,84.3,396,470,,,15,,,,16,,,,21.4,3,14,,10,,,21,11,10,,8,3,,0,0.0,,,,,4.0,,,3.0,1.0,9,,,,,12,3,7,2,0,,,,,,,,,,4.0,7,2.0,7,51,,27,40,84.2,266,316,,,16,,,,9,,,,38.5,5,13,,12,,,21,13,8,,26,1,,0,2.0,,,,,0.0,,,5.0,0.0,16,,,6.61,6.84
PL-2025-26-14025190,Jornada 6,2025-09-27,Crystal Palace,1,Liverpool,2,1,,,16,7,7,2,1,,,,,,,,,,7.0,2,2.0,6,58,,33,28,64.8,175,270,,,23,,,,8,,,,25.0,2,8,,9,,,24,16,8,,32,1,,0,3.0,,,,,1.0,,,1.0,,10,,,,,20,4,11,5,1,,,,,,,,,,6.0,6,1.0,6,93,,28,72,88.5,609,688,,,19,,,,10,,,,30.8,8,26,,10,,,7,5,2,,36,2,,0,5.0,,,,,1.0,,,3.0,,8,,,7.0,6.79
PL-2025-26-14025196,Jornada 6,2025-09-27,Leeds,1,Bournemouth,2,2,,,19,8,5,6,0,,,,,,,,,,3.0,7,0.0,8,48,,35,41,78.4,280,357,,,32,,,,13,,,,56.2,9,16,,9,,,27,16,11,,25,2,,0,3.0,,,,,,,1.0,2.0,,12,,,,,12,5,4,3,0,,,,,,,,,,1.0,4,2.0,11,60,,21,59,85.7,436,509,,,24,,,,12,,,,14.3,3,21,,7,,,23,11,12,,30,2,,0,6.0,,,,,,,0.0,2.0,,13,,,6.98,6.85
PL-2025-26-14025199,Jornada 6,2025-09-27,Man City,1,Burnley,5,1,,,21,8,7,6,0,,,,,,,,,,5.0,10,1.0,14,64,,64,69,88.7,566,638,,,10,,,,7,,,,39.1,9,23,,4,,,8,6,2,,19,1,,0,1.0,,,,,0.0,,0.0,1.0,,5,,,,,9,2,2,5,0,,,,,,,,,,0.0,2,1.0,1,38,,11,31,82.0,242,295,,,31,,,,5,,,,14.3,1,7,,10,,,20,9,11,,31,5,,0,5.0,,,,,1.0,,1.0,3.0,,7,,,7.27,6.16
PL-2025-26-14025205,Jornada 6,2025-09-27,Nottm Forest,1,Sunderland,0,1,,,22,6,10,6,0,,,,,,,,,,1.0,7,0.0,9,79,,36,65,90.1,521,578,,,23,,,,6,,,,19.0,8,42,,1,,,16,9,7,,20,1,,0,2.0,,,,,0.0,,1.0,4.0,,11,,,,,11,3,5,3,0,,,,,,,,,,3.0,4,1.0,7,42,,21,35,81.1,258,318,,,33,,,,11,,,,15.8,3,19,,6,,,10,7,3,,42,0,,1,6.0,,,,,4.0,,1.0,2.0,,6,,,6.75,7.29
PL-2025-26-14025208,Jornada 6,2025-09-27,Tottenham,1,Wolves,1,1,,,10,3,5,2,1,,,,,,,,,,1.0,10,2.0,11,65,,24,51,81.7,325,398,,,26,,,,11,,,,28.1,9,32,,10,,,17,12,5,,19,1,,0,2.0,,,,,1.0,,0.0,3.0,,9,,,,,9,3,5,1,1,,,,,,,,,,1.0,9,0.0,8,45,,16,49,81.5,321,394,,,22,,,,9,,,,26.7,4,15,,10,,,31,14,17,,41,1,,0,2.0,,,,,1.0,,2.0,2.0,,11,,,6.81,6.86
PL-2025-26-14025181,Jornada 6,2025-09-28,Aston Villa,1,Fulham,3,1,,,9,4,3,2,0,,,,,,,,,,3.0,2,2.0,5,43,,18,48,84.4,340,403,,,17,,,,13,,,,10.0,1,10,,7,,,10,4,6,,26,1,,0,3.0,,,,,1.0,,,1.0,,10,,,,,11,4,4,3,0,,,,,,,,,,1.0,8,4.0,11,56,,27,52,86.2,357,414,,,26,,,,10,,,,23.3,7,30,,9,,,16,7,9,,23,3,,0,1.0,,,,,2.0,,,4.0,,13,,,6.87,6.51
PL-2025-26-14025202,Jornada 6,2025-09-28,Newcastle,1,Arsenal,1,2,,,8,3,1,4,0,,,,,,,,,,1.0,7,1.0,3,46,,17,37,69.5,194,279,,,20,,,,9,,,,20.0,3,15,,8,,,12,8,4,,41,2,,0,5.0,,,,,2.0,,0.0,2.0,,8,,,,,20,7,7,6,1,,,,,,,,,,4.0,12,0.0,11,63,,43,63,81.8,405,495,,,22,,,,8,,,,39.1,9,23,,10,,,13,6,7,,29,1,,0,2.0,,,,,1.0,,1.0,1.0,,9,,,6.88,6.78
PL-2025-26-14311407,Jornada 6,2025-09-29,Everton,1,West Ham,1,1,,,12,6,3,3,0,,,,,,,,,,0.0,3,0.0,4,51,,30,52,85.0,380,447,,,25,,,,16,,,,13.6,3,22,,5,,,11,6,5,,37,1,,0,2.0,,,,,,,0.0,3.0,,7,,,,,14,3,5,6,0,,,,,,,,,,1.0,5,2.0,4,53,,29,48,79.8,332,416,,,19,,,,7,,,,22.2,4,18,,6,,,16,7,9,,36,1,,0,5.0,,,,,,,1.0,4.0,,16,,,6.96,6.74
PL-2025-26-14025211,Jornada 7,2025-10-03,Bournemouth,1,Fulham,3,1,,,11,6,2,3,0,,,,,,,,,,1.0,4,2.0,10,89,,30,54,85.8,460,536,,,25,,,,10,,,,4.0,1,25,,8,,,10,7,3,,23,1,,0,3.0,,,,,,,1.0,0.0,,8,,,,,12,4,4,4,0,,,,,,,,,,1.0,3,2.0,9,55,,17,46,81.0,383,473,,,22,,,,8,,,,17.6,3,17,,7,,,11,9,2,,38,3,,0,3.0,,,,,,,2.0,1.0,,10,,,7.19,6.52
PL-2025-26-14025225,Jornada 7,2025-10-04,Leeds,1,Tottenham,1,2,,,16,4,10,2,1,,,,,,,,,,4.0,4,1.0,3,65,,22,57,83.9,401,478,,,16,,,,12,,,,47.6,10,21,,6,,,19,11,8,,25,2,,0,1.0,,,,,1.0,,,2.0,,10,,,,,9,3,4,2,1,,,,,,,,,,1.0,1,2.0,10,51,,18,43,79.7,298,374,,,11,,,,10,,,,10.0,1,10,,6,,,15,10,5,,34,1,,0,3.0,,,,,0.0,,,3.0,,12,,,6.54,6.85
PL-2025-26-14025214,Jornada 7,2025-10-04,Arsenal,1,West Ham,2,0,,,21,5,7,9,1,,,,,,,,,,4.0,8,1.0,5,44,,46,68,88.0,498,566,,,10,,,,13,,,,13.0,3,23,,7,,,23,14,9,,27,0,,1,0.0,,,,,0.0,,0.0,0.0,,14,,,,,4,0,3,1,0,,,,,,,,,,2.0,3,1.0,3,34,,8,32,78.4,210,268,,,14,,,,14,,,,18.2,2,11,,12,,,17,7,10,,50,2,,0,3.0,,,,,1.0,,2.0,2.0,,14,,,7.13,6.55
PL-2025-26-14025227,Jornada 7,2025-10-04,Man United,1,Sunderland,2,0,,,15,6,7,2,1,,,,,,,,,,2.0,2,1.0,7,55,,32,50,78.3,351,448,,,19,,,,12,,,,71.4,5,7,,10,,,17,10,7,,24,0,,1,3.0,,,,,2.0,,,1.0,,10,,,,,8,3,4,1,0,,,,,,,,,,2.0,3,2.0,11,48,,14,50,79.7,341,428,,,16,,,,10,,,,20.0,4,20,,10,,,21,9,12,,31,2,,0,4.0,,,,,0.0,,,4.0,,12,,,7.19,6.48
PL-2025-26-14025221,Jornada 7,2025-10-04,Chelsea,1,Liverpool,2,1,,,12,6,4,2,2,,,,,,,,,,2.0,7,2.0,6,56,,22,53,83.1,422,508,,,29,,,,8,,,,15.0,3,20,,13,,,21,12,9,,12,1,,0,1.0,,,,,1.0,,0.0,0.0,,9,,,,,12,2,5,5,0,,,,,,,,,,4.0,2,2.0,2,50,,25,47,82.2,370,450,,,16,,,,9,,,,27.3,3,11,,9,,,16,12,4,,26,2,,0,4.0,,,,,2.0,,1.0,2.0,,8,,,6.95,6.59
PL-2025-26-14025217,Jornada 7,2025-10-05,Aston Villa,1,Burnley,2,1,,,15,7,5,3,0,,,,,,,,,,2.0,6,3.0,6,40,,23,55,87.5,434,496,,,21,,,,15,,,,72.7,8,11,,5,,,15,10,5,,23,1,,0,1.0,,,,,1.0,,,3.0,,9,,,,,5,2,1,2,1,,,,,,,,,,1.0,4,5.0,2,60,,12,45,80.9,331,409,,,23,,,,9,,,,42.9,3,7,,13,,,27,11,16,,5,2,,0,5.0,,,,,0.0,,,1.0,,15,,,7.19,6.57
PL-2025-26-14025223,Jornada 7,2025-10-05,Everton,1,Crystal Palace,2,1,,,14,7,5,2,0,,,,,,,,,,5.0,2,0.0,6,66,,28,50,81.1,351,433,,,24,,,,15,,,,31.6,6,19,,11,,,19,10,9,,35,1,,0,5.0,,,,,0.0,,,2.0,,13,,,,,15,8,4,3,1,,,,,,,,,,5.0,4,1.0,2,56,,23,50,80.8,349,432,,,17,,,,13,,,,21.4,3,14,,14,,,31,15,16,,38,2,,0,5.0,,,,,1.0,,,3.0,,16,,,7.27,7.01
PL-2025-26-14025229,Jornada 7,2025-10-05,Newcastle,1,Nottm Forest,2,0,,,18,9,4,5,1,,,,,,,,,,6.0,8,0.0,5,71,,33,51,83.4,387,464,,,13,,,,14,,,,19.2,5,26,,9,,,16,11,5,,16,0,,1,4.0,,,,,,,1.0,0.0,,16,,,,,5,4,1,0,0,,,,,,,,,,0.0,1,2.0,13,38,,18,49,82.3,372,452,,,20,,,,16,,,,21.4,3,14,,9,,,13,8,5,,38,2,,0,7.0,,,,,,,0.0,4.0,,15,,,7.15,6.86
PL-2025-26-14025231,Jornada 7,2025-10-05,Wolves,1,Brighton,1,1,,,6,3,3,0,2,,,,,,,,,,1.0,2,1.0,6,48,,8,42,76.5,270,353,,,31,,,,9,,,,20.0,3,15,,9,,,26,14,12,,32,1,,0,5.0,,,,,1.0,,,2.0,,13,,,,,17,6,6,5,0,,,,,,,,,,2.0,8,3.0,8,66,,28,58,86.8,427,492,,,26,,,,13,,,,41.9,13,31,,9,,,19,10,9,,16,1,,0,3.0,,,,,1.0,,,4.0,,9,,,6.89,6.66
PL-2025-26-14025219,Jornada 7,2025-10-05,Brentford,1,Man City,0,1,,,6,1,3,2,0,,,,,,,,,,1.0,3,1.0,2,44,,8,30,80.1,249,311,,,17,,,,6,,,,14.3,2,14,,11,,,16,10,6,,14,1,,0,3.0,,,,,2.0,,0.0,3.0,,10,,,,,10,4,2,4,0,,,,,,,,,,2.0,2,1.0,10,59,,23,70,91.4,698,764,,,18,,,,10,,,,22.2,2,9,,6,,,14,10,4,,21,0,,1,1.0,,,,,3.0,,1.0,2.0,,6,,,6.45,7.1
PL-2025-26-14025245,Jornada 8,2025-10-18,Nottm Forest,1,Chelsea,0,3,,,12,2,8,2,1,,,,,,,,,,4.0,5,1.0,8,50,,23,50,82.5,367,445,,,15,,,,16,,,,21.7,5,23,,9,,,19,10,9,,15,3,,0,3.0,,,,,0.0,,1.0,2.0,0.0,13,,,,,17,6,6,5,0,,,,,,,,,,4.0,2,2.0,12,52,,20,50,85.7,397,463,,,28,,,,13,,,,33.3,3,9,,13,,,15,8,7,,19,0,,1,2.0,,,,,1.0,,0.0,4.0,1.0,16,,,6.35,7.44
PL-2025-26-14025233,Jornada 8,2025-10-18,Brighton,1,Newcastle,2,1,,,13,5,3,5,0,,,,,,,,,,1.0,8,3.0,11,48,,30,46,81.0,341,421,,,16,,,,9,,,,22.2,4,18,,5,,,21,14,7,,30,1,,0,2.0,,,,,0.0,,0.0,0.0,,9,,,,,16,3,8,5,0,,,,,,,,,,1.0,4,1.0,10,49,,25,54,85.3,419,491,,,17,,,,9,,,,29.2,7,24,,7,,,17,13,4,,22,2,,0,3.0,,,,,2.0,,1.0,1.0,,9,,,7.15,6.7
PL-2025-26-14025235,Jornada 8,2025-10-18,Burnley,1,Leeds,2,0,,,4,3,1,0,0,,,,,,,,,,1.0,1,1.0,2,36,,3,31,75.7,221,292,,,23,,,,7,,,,14.3,1,7,,17,,,14,8,6,,50,0,,1,4.0,,,,,1.0,,2.0,2.0,,10,,,,,19,4,12,3,1,,,,,,,,,,4.0,5,0.0,6,61,,44,69,85.5,526,615,,,13,,,,10,,,,38.3,18,47,,12,,,13,6,7,,12,2,,0,1.0,,,,,1.0,,0.0,1.0,,7,,,7.04,6.67
PL-2025-26-14025237,Jornada 8,2025-10-18,Crystal Palace,1,Bournemouth,3,3,,,20,7,6,7,0,,,,,,,,,,7.0,6,3.0,4,60,,41,52,76.2,308,404,,,36,,,,15,,,,31.6,6,19,,6,,,23,14,9,,32,3,,0,2.0,,,,,0.0,,,1.0,,8,,,,,8,5,3,0,0,,,,,,,,,,3.0,5,3.0,6,43,,19,48,76.9,280,364,,,20,,,,8,,,,16.7,2,12,,12,,,18,7,11,,47,3,,0,4.0,,,,,4.0,,,4.0,,16,,,7.21,6.64
PL-2025-26-14025243,Jornada 8,2025-10-18,Man City,1,Everton,2,0,,,19,7,5,7,1,,,,,,,,,,6.0,11,0.0,15,69,,46,71,91.5,685,749,,,23,,,,14,,,,27.8,5,18,,5,,,15,9,6,,26,0,,1,1.0,,,,,1.0,,2.0,0.0,,8,,,,,5,1,2,2,0,,,,,,,,,,1.0,3,1.0,5,43,,15,29,79.0,237,300,,,25,,,,8,,,,10.0,1,10,,7,,,18,11,7,,28,2,,0,5.0,,,,,0.0,,0.0,2.0,,14,,,7.45,6.58
PL-2025-26-14025247,Jornada 8,2025-10-18,Sunderland,1,Wolves,2,0,,,8,2,3,3,1,,,,,,,,,,2.0,2,2.0,8,47,,17,41,72.7,248,341,,,15,,,,12,,,,25.0,3,12,,7,,,14,9,5,,36,0,,1,3.0,,,,,1.0,,0.0,,,5,,,,,16,3,8,5,0,,,,,,,,,,0.0,2,2.0,7,65,,38,59,84.3,393,466,,,29,,,,5,,,,35.5,11,31,,8,,,15,12,3,,40,2,,0,1.0,,,,,0.0,,1.0,,,12,,,7.05,6.64
PL-2025-26-14025239,Jornada 8,2025-10-18,Fulham,1,Arsenal,0,1,,,9,0,6,3,0,,,,,,,,,,0.0,6,0.0,6,37,,16,37,79.2,248,313,,,19,,,,4,,,,11.1,2,18,,7,,,20,13,7,,35,1,,0,4.0,,,,,2.0,,2.0,,,11,,,,,16,5,7,4,0,,,,,,,,,,3.0,10,2.0,10,80,,46,63,87.0,475,546,,,20,,,,11,,,,20.8,5,24,,1,,,9,5,4,,29,0,,1,0.0,,,,,0.0,,0.0,,,4,,,6.68,7.05
PL-2025-26-14025249,Jornada 8,2025-10-19,Tottenham,1,Aston Villa,1,2,,,10,3,5,2,0,,,,,,,,,,3.0,6,6.0,5,47,,28,53,88.0,336,382,,,25,,,,7,,,,22.7,5,22,,6,,,25,15,10,,29,2,,0,0.0,,,,,0.0,,,2.0,,11,,,,,8,2,4,2,0,,,,,,,,,,0.0,6,1.0,7,43,,7,47,83.9,292,348,,,15,,,,11,,,,,0,16,,2,,,24,15,9,,29,1,,0,2.0,,,,,2.0,,,0.0,,7,,,6.66,6.76
PL-2025-26-14025241,Jornada 8,2025-10-19,Liverpool,1,Man United,1,2,,,19,6,11,2,3,,,,,,,,,,5.0,9,1.0,4,63,,52,64,85.0,408,480,,,27,,,,14,,,,18.8,9,48,,5,,,13,7,6,,28,2,,0,2.0,,,,,0.0,,0.0,0.0,,8,,,,,12,4,5,3,1,,,,,,,,,,5.0,4,1.0,4,63,,16,36,68.0,200,294,,,18,,,,8,,,,33.3,4,12,,6,,,15,9,6,,46,1,,0,5.0,,,,,2.0,,1.0,2.0,,14,,,6.68,6.9
PL-2025-26-14504827,Jornada 8,2025-10-20,West Ham,1,Brentford,0,2,,,7,1,3,3,0,,,,,,,,,,0.0,6,3.0,2,33,,14,44,74.7,257,344,,,19,,,,10,,,,10.0,2,20,,2,,,16,12,4,,39,2,,0,4.0,,,,,2.0,,,1.0,,10,,,,,22,7,10,5,2,,,,,,,,,,5.0,10,2.0,6,52,,42,56,82.5,372,451,,,23,,,,10,,,,54.2,13,24,,7,,,11,8,3,,26,0,,1,1.0,,,,,2.0,,,1.0,,10,,,6.73,7.35
PL-2025-26-14025265,Jornada 9,2025-10-24,Leeds,1,West Ham,2,1,,,13,5,5,3,1,,,,,,,,,,3.0,3,1.0,5,38,,10,41,81.0,302,373,,,20,,,,11,,,,45.5,5,11,,13,,,21,13,8,,39,1,,0,2.0,,,,,1.0,,,3.0,,12,,,,,9,3,3,3,0,,,,,,,,,,0.0,4,1.0,6,62,,10,59,82.3,441,536,,,19,,,,12,,,,13.0,3,23,,4,,,13,6,7,,12,2,,0,3.0,,,,,0.0,,,3.0,,11,,,6.96,6.65
